sample,status,seconds,fasta,json,log,project,project_label,param_id,tf,t
SRR29692875,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692875/SRR29692875.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692875/SRR29692875.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692875/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692933,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692933/SRR29692933.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692933/SRR29692933.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692933/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29679844,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29679844/SRR29679844.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29679844/SRR29679844.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29679844/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692936,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692936/SRR29692936.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692936/SRR29692936.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692936/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692887,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692887/SRR29692887.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692887/SRR29692887.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692887/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692941,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692941/SRR29692941.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692941/SRR29692941.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692941/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692935,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692935/SRR29692935.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692935/SRR29692935.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692935/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692965,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692965/SRR29692965.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692965/SRR29692965.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692965/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692943,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692943/SRR29692943.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692943/SRR29692943.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692943/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692884,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692884/SRR29692884.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692884/SRR29692884.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692884/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692974,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692974/SRR29692974.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692974/SRR29692974.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692974/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692975,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692975/SRR29692975.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692975/SRR29692975.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692975/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692928,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692928/SRR29692928.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692928/SRR29692928.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692928/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692982,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692982/SRR29692982.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692982/SRR29692982.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692982/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692926,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692926/SRR29692926.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692926/SRR29692926.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692926/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692977,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692977/SRR29692977.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692977/SRR29692977.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692977/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692989,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692989/SRR29692989.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692989/SRR29692989.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692989/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692984,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692984/SRR29692984.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692984/SRR29692984.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692984/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692985,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692985/SRR29692985.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692985/SRR29692985.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692985/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692929,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692929/SRR29692929.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692929/SRR29692929.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692929/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29693058,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29693058/SRR29693058.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29693058/SRR29693058.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29693058/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692967,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692967/SRR29692967.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692967/SRR29692967.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692967/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692981,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692981/SRR29692981.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692981/SRR29692981.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692981/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692991,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692991/SRR29692991.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692991/SRR29692991.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692991/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692889,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692889/SRR29692889.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692889/SRR29692889.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692889/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29693057,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29693057/SRR29693057.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29693057/SRR29693057.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29693057/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29693059,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29693059/SRR29693059.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29693059/SRR29693059.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29693059/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692998,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692998/SRR29692998.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692998/SRR29692998.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692998/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29692939,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692939/SRR29692939.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692939/SRR29692939.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29692939/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR29693060,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29693060/SRR29693060.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29693060/SRR29693060.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF002_T10/PRJNA1130896/SRR29693060/cliquesnv.log,PRJNA1130896,United States,TF002_T10,0.02,10
SRR26779981,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779981/SRR26779981.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779981/SRR26779981.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779981/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26779973,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779973/SRR26779973.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779973/SRR26779973.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779973/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26780033,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780033/SRR26780033.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780033/SRR26780033.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780033/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26780067,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780067/SRR26780067.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780067/SRR26780067.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780067/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26779976,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779976/SRR26779976.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779976/SRR26779976.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779976/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26780050,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780050/SRR26780050.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780050/SRR26780050.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780050/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26779994,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779994/SRR26779994.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779994/SRR26779994.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779994/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26780044,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780044/SRR26780044.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780044/SRR26780044.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780044/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26779971,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779971/SRR26779971.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779971/SRR26779971.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779971/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26779989,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779989/SRR26779989.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779989/SRR26779989.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779989/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26780042,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780042/SRR26780042.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780042/SRR26780042.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780042/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26779980,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779980/SRR26779980.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779980/SRR26779980.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779980/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26780048,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780048/SRR26780048.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780048/SRR26780048.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780048/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26780034,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780034/SRR26780034.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780034/SRR26780034.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780034/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26780110,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780110/SRR26780110.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780110/SRR26780110.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780110/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26779985,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779985/SRR26779985.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779985/SRR26779985.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26779985/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
SRR26780115,cached,0.0,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780115/SRR26780115.fasta,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780115/SRR26780115.json,/root/autodl-tmp/RSV-A-v_nogenotype/data/processed_data_v2/sensitivity_analysis/cliquesnv/TF005_T10/PRJNA1037681/SRR26780115/cliquesnv.log,PRJNA1037681,Australia,TF005_T10,0.05,10
